name,path,group
C2_16,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_16.jpg,C
D2_52,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_52.jpg,D
C1_39,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_39.jpg,C
D1_92,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_92.jpg,D
C1_31,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_31.jpg,C
C1_38,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_38.jpg,C
D2_2,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_2.jpg,D
C1_44,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_44.jpg,C
C2_42,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_42.jpg,C
C2_49,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_49.jpg,C
C1_33,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_33.jpg,C
C2_83,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_83.jpg,C
C2_53,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_53.jpg,C
C2_18,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_18.jpg,C
C1_59,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_59.jpg,C
C1_61,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_61.jpg,C
D1_68,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_68.jpg,D
D1_40,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_40.jpg,D
C1_67,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_67.jpg,C
C1_51,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_51.jpg,C
C2_39,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_39.jpg,C
C1_2,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_2.jpg,C
C2_58,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_58.jpg,C
D1_20,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_20.jpg,D
D2_16,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_16.jpg,D
C2_96,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_96.jpg,C
C1_28,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_28.jpg,C
C1_37,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_37.jpg,C
D2_25,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_25.jpg,D
C2_12,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_12.jpg,C
C2_98,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_98.jpg,C
D2_43,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_43.jpg,D
D1_33,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_33.jpg,D
C2_70,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_70.jpg,C
C1_0,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_0.jpg,C
C2_21,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_21.jpg,C
C2_55,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_55.jpg,C
C1_14,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_14.jpg,C
D1_47,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_47.jpg,D
C1_91,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_91.jpg,C
C1_15,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_15.jpg,C
C2_93,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_93.jpg,C
C1_69,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_69.jpg,C
D1_80,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_80.jpg,D
C2_4,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_4.jpg,C
D1_56,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_56.jpg,D
C2_40,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_40.jpg,C
C2_32,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_32.jpg,C
C2_25,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_25.jpg,C
C1_50,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_50.jpg,C
C1_12,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_12.jpg,C
C2_73,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_73.jpg,C
C2_51,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_51.jpg,C
D1_22,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_22.jpg,D
D1_12,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_12.jpg,D
C1_60,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_60.jpg,C
C2_44,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_44.jpg,C
D1_35,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_35.jpg,D
D2_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_64.jpg,D
D1_41,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_41.jpg,D
D2_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_11.jpg,D
C1_68,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_68.jpg,C
D1_77,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_77.jpg,D
C2_85,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_85.jpg,C
D2_59,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_59.jpg,D
D2_46,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_46.jpg,D
C1_6,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_6.jpg,C
D2_65,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_65.jpg,D
C1_30,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_30.jpg,C
D1_18,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_18.jpg,D
C1_48,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_48.jpg,C
C2_20,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_20.jpg,C
D2_26,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_26.jpg,D
C2_60,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_60.jpg,C
C2_3,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_3.jpg,C
C2_23,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_23.jpg,C
C2_59,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_59.jpg,C
D2_35,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_35.jpg,D
C2_61,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_61.jpg,C
C2_64,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_64.jpg,C
D2_47,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_47.jpg,D
D1_81,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_81.jpg,D
C2_100,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_100.jpg,C
D1_3,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_3.jpg,D
C2_90,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_90.jpg,C
C2_94,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_94.jpg,C
D2_42,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_42.jpg,D
D2_62,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_62.jpg,D
C1_34,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_34.jpg,C
C1_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_11.jpg,C
D2_44,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_44.jpg,D
C1_8,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_8.jpg,C
C1_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_63.jpg,C
C2_1,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_1.jpg,C
D2_21,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_21.jpg,D
C2_6,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_6.jpg,C
D1_27,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_27.jpg,D
D1_24,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_24.jpg,D
C1_23,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_23.jpg,C
D1_54,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_54.jpg,D
D2_31,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_31.jpg,D
C1_10,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_10.jpg,C
D2_30,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_30.jpg,D
D2_22,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_22.jpg,D
C2_11,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_11.jpg,C
D1_69,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_69.jpg,D
C1_93,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_93.jpg,C
D1_75,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_75.jpg,D
C1_18,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_18.jpg,C
D1_73,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_73.jpg,D
C2_87,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_87.jpg,C
D2_53,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_53.jpg,D
C2_75,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_75.jpg,C
C1_84,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_84.jpg,C
C2_67,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_67.jpg,C
C2_48,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_48.jpg,C
C1_76,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_76.jpg,C
D2_1,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_1.jpg,D
D1_15,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_15.jpg,D
C2_103,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_103.jpg,C
D1_23,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_23.jpg,D
D1_91,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_91.jpg,D
C1_1,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_1.jpg,C
C2_52,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_52.jpg,C
C1_81,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_81.jpg,C
C2_77,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_77.jpg,C
C1_53,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_53.jpg,C
D1_52,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_52.jpg,D
C2_35,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_35.jpg,C
C2_31,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_31.jpg,C
C1_82,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_82.jpg,C
C2_38,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_38.jpg,C
D2_8,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_8.jpg,D
D2_4,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_4.jpg,D
C2_107,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_107.jpg,C
C1_3,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_3.jpg,C
C1_58,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_58.jpg,C
C1_13,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_13.jpg,C
D1_86,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_86.jpg,D
D1_79,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_79.jpg,D
C1_5,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_5.jpg,C
C1_25,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_25.jpg,C
D1_16,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_16.jpg,D
C1_16,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_16.jpg,C
D1_42,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_42.jpg,D
D2_54,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_54.jpg,D
D2_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_63.jpg,D
C2_24,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_24.jpg,C
C2_45,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_45.jpg,C
D2_38,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_38.jpg,D
D2_9,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_9.jpg,D
C2_80,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_80.jpg,C
D2_0,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_0.jpg,D
C2_7,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_7.jpg,C
D1_4,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_4.jpg,D
D1_61,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_61.jpg,D
D1_38,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_38.jpg,D
D1_51,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_51.jpg,D
D1_74,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_74.jpg,D
C2_5,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_5.jpg,C
D2_48,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_48.jpg,D
C1_65,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_65.jpg,C
C2_88,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_88.jpg,C
D1_57,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_57.jpg,D
C1_52,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_52.jpg,C
D1_29,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_29.jpg,D
C1_43,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_43.jpg,C
C1_75,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_75.jpg,C
C1_90,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_90.jpg,C
C1_92,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_92.jpg,C
D2_6,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_6.jpg,D
C2_26,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_26.jpg,C
C1_74,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_74.jpg,C
C2_47,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_47.jpg,C
C1_42,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_42.jpg,C
C1_26,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_26.jpg,C
C2_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_63.jpg,C
D1_58,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_58.jpg,D
C1_7,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_7.jpg,C
D1_21,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_21.jpg,D
C1_9,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_9.jpg,C
C2_8,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_8.jpg,C
C2_41,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_41.jpg,C
D1_82,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_82.jpg,D
D1_90,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_90.jpg,D
C2_9,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_9.jpg,C
C2_81,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_81.jpg,C
D2_55,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_55.jpg,D
C2_33,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_33.jpg,C
D1_63,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_63.jpg,D
D1_5,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_5.jpg,D
C2_99,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_99.jpg,C
C1_45,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_45.jpg,C
D2_33,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_33.jpg,D
C1_41,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_41.jpg,C
D2_10,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_10.jpg,D
D1_88,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D1/D1_88.jpg,D
C2_79,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_79.jpg,C
D2_18,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/D2/D2_18.jpg,D
C1_22,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_22.jpg,C
C2_56,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C2/C2_56.jpg,C
C1_4,/Users/kayivionachan/Documents/GitHub/CAN7035 Machine Learning AI /cubed/C1/C1_4.jpg,C
